Ticker,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Percent From Target,Total Return,Exchange,Last Price,Market Cap. (USD),IV,ETF,Sharpe Ratio,S&P 500,DJIA,Nasdaq 100,200 Day MA,Price Above 200 MAV
FL,Apparel Retail,Consumer Cyclical,0,11.43,0,28.13,18.39,18.39,NYQ,23.76,2253206784,59.82,#N/A,0.37,#N/A,#N/A,#N/A,26.47835,NO
FLEX,Electronic Components,Technology,17.13,12.27,0,37.74,10.21,10.21,NMS,34.245,13609609216,36.73,#N/A,0.23,#N/A,#N/A,#N/A,29.4153,YES
FLIC,Banks - Regional,Financial Services,13.27,10.83,6.26,14.25,9.62,15.88,NCM,13,292912096,41.1,#N/A,0.42,#N/A,#N/A,#N/A,11.4328,YES
FLL,Resorts & Casinos,Consumer Cyclical,0,-27.67,0,7.25,45.58,45.58,NCM,4.98,173306992,63.13,#N/A,0.65,#N/A,#N/A,#N/A,5.03545,NO
FLO,Packaged Foods,Consumer Defensive,37.07,17.26,4.18,24.25,7.23,11.41,NYQ,22.615,4762651136,20.9,#N/A,0.58,#N/A,#N/A,#N/A,23.03895,NO
FLR,Engineering & Construction,Industrials,23.23,16.54,0,54.67,1.4,1.4,NYQ,53.915,9234993152,38.29,#N/A,0.03,#N/A,#N/A,#N/A,43.084,YES
FLS,Specialty Industrial Machinery,Industrials,27.8,16.96,1.54,59.7,10.72,12.26,NYQ,53.92,7090123776,28.83,#N/A,0.34,#N/A,#N/A,#N/A,46.70855,YES
FLUX,Electrical Equipment & Parts,Industrials,0,-12.88,0,9,179.5,179.5,NCM,3.22,53717652,78.56,#N/A,2.07,#N/A,#N/A,#N/A,3.855375,NO
FLWS,Specialty Retail,Consumer Cyclical,0,25.21,0,10.75,29.21,29.21,NMS,8.32,534955936,45.42,#N/A,0.48,#N/A,#N/A,#N/A,9.39095,NO
FMAO,Banks - Regional,Financial Services,17.53,15.53,3.15,26.63,-2.6,0.55,NCM,27.34,374008480,37.43,#N/A,0.01,#N/A,#N/A,#N/A,23.28635,YES
FMBH,Banks - Regional,Financial Services,12.47,10.89,2.42,43.29,12.32,14.74,NGM,38.54,921310272,96.98,#N/A,0.15,#N/A,#N/A,#N/A,33.94285,YES
FMC,Agricultural Inputs,Basic Materials,5.32,13.26,3.7,72.75,16.97,20.67,NYQ,62.1955,7763490816,30.4,XLB,0.48,S&P 500,#N/A,#N/A,59.9944,YES
FMNB,Banks - Regional,Financial Services,10.93,10.39,4.51,17.5,18.56,23.07,NCM,14.76,554624704,43.52,#N/A,0.53,#N/A,#N/A,#N/A,13.5156,YES
FMS,Medical Care Facilities,Healthcare,21.48,7.49,3.14,19.51,-7.34,-4.2,NYQ,21.055,12355642368,34.84,#N/A,-0.1,#N/A,#N/A,#N/A,19.9789,YES
FN,Electronic Components,Technology,30.48,21.82,0,264.33,7.2,7.2,NYQ,246.57,8922247168,47.35,#N/A,0.11,#N/A,#N/A,#N/A,217.63084,YES
FNB,Banks - Regional,Financial Services,12.96,9.88,3.28,16.63,17.69,20.97,NYQ,14.13,5079152128,28.48,#N/A,0.75,#N/A,#N/A,#N/A,13.76515,YES
FNF,Insurance - Specialty,Financial Services,18.01,9.98,3.09,65.2,7.77,10.86,NYQ,60.5,16547063808,23.8,#N/A,0.38,#N/A,#N/A,#N/A,52.96115,YES
FNLC,Banks - Regional,Financial Services,11.14,0,5.23,0,-100,-94.77,NMS,26.41,294315680,36.16,#N/A,-2.77,#N/A,#N/A,#N/A,24.766,YES
FNV,Gold,Basic Materials,0,33.08,1.09,140.26,5.65,6.74,NYQ,132.76,25569175552,25.87,#N/A,0.23,#N/A,#N/A,#N/A,119.0291,YES
FOLD,Biotechnology,Healthcare,0,54.52,0,17.45,45.48,45.48,NGM,11.995,3557609216,36.6,#N/A,1.19,#N/A,#N/A,#N/A,11.2226,YES
FOR,Real Estate - Development,Real Estate,8.32,8.11,0,39.67,24.47,24.47,NYQ,31.87,1618129280,91.83,#N/A,0.4,#N/A,#N/A,#N/A,32.90425,NO
FORM,Semiconductor Equipment & Materials,Technology,28.58,24.59,0,60.11,36.55,36.55,NMS,44.02,3405907456,50.08,#N/A,0.61,#N/A,#N/A,#N/A,47.89685,NO
FORR,Consulting Services,Industrials,197.63,9.7,0,20,26.5,26.5,NMS,15.81,301338592,43.66,#N/A,0.56,#N/A,#N/A,#N/A,19.41805,NO
FOX,Entertainment,Communication Services,12.36,0,1.4,0,-100,-98.6,NMS,38.7,18520969216,27.6,XLC,-3.55,S&P 500,#N/A,#N/A,32.04945,YES
FOXA,Entertainment,Communication Services,13.49,11.63,1.28,42.01,-0.52,0.76,NMS,42.23,18513715200,23.79,XLC,0.03,S&P 500,#N/A,#N/A,34.66235,YES
FR,REIT - Industrial,Real Estate,23.54,33.09,2.68,57.07,4.53,7.21,NYQ,54.595,7426632192,30.31,#N/A,0.09,#N/A,#N/A,#N/A,51.74505,YES
FRME,Banks - Regional,Financial Services,11.99,10.72,3.61,44.17,18.1,21.71,NMS,37.4,2188158208,39.99,#N/A,0.54,#N/A,#N/A,#N/A,35.08245,YES
FRT,REIT - Retail,Real Estate,33.28,36.83,3.85,123.1,8.51,12.36,NYQ,113.445,9567503360,19.03,XLRE,0.56,S&P 500,#N/A,#N/A,105.1477,YES
FSLR,Solar,Technology,17.48,9.18,0,291.35,48.91,48.91,NMS,195.66,20939999232,50.25,XLK,0.7,S&P 500,#N/A,#N/A,201.2187,NO
FSP,REIT - Office,Real Estate,0,-5.61,2.27,1.75,0.29,2.56,ASE,1.745,180724416,53.13,#N/A,0.05,#N/A,#N/A,#N/A,1.9416,NO
FSS,Pollution & Treatment Controls,Industrials,26.78,24,0.54,98,11.53,12.07,NYQ,87.865,5370767872,35.1,#N/A,0.32,#N/A,#N/A,#N/A,85.6051,YES
FSTR,Railroads,Industrials,29.51,10.52,0,26.17,32.37,32.37,NMS,19.77,216489408,48.55,#N/A,0.67,#N/A,#N/A,#N/A,22.9723,NO
FTK,Oil & Gas Equipment & Services,Energy,81.08,11.58,0,6.1,25.39,25.39,NYQ,4.865,145030512,73.69,#N/A,0.4,#N/A,#N/A,#N/A,3.9727,YES
FTNT,Software - Infrastructure,Technology,48.47,36.4,0,74.79,-8.7,-8.7,NMS,81.92,62653620224,30.11,XLK,-0.22,S&P 500,#N/A,Nasdaq 100,66.7712,YES
FTV,Scientific & Technical Instruments,Technology,30.47,18.28,0.41,86.81,14.43,14.84,NYQ,75.86,26576945152,20.57,XLI,0.47,S&P 500,#N/A,#N/A,76.9163,NO
FUL,Specialty Chemicals,Basic Materials,23.84,16.56,1.12,89.8,16.62,17.74,NYQ,77,4207925504,32.19,#N/A,0.6,#N/A,#N/A,#N/A,79.10525,NO
FULT,Banks - Regional,Financial Services,11.12,9.87,3.76,20.5,16.68,20.44,NMS,17.57,3196074752,29.5,#N/A,0.58,#N/A,#N/A,#N/A,16.7771,YES
FUN,Leisure,Consumer Cyclical,16.49,10.12,3.04,58.3,47.37,50.41,NYQ,39.56,3959100672,49.71,#N/A,0.97,#N/A,#N/A,#N/A,42.9229,NO
FWRD,Integrated Freight & Logistics,Industrials,0,102.26,2.42,36.19,-9.25,-6.83,NMS,39.88,1104672000,59.71,#N/A,-0.11,#N/A,#N/A,#N/A,30.2893,YES
G,Information Technology Services,Technology,10.94,11.45,1.57,40.3,4.11,5.68,NYQ,38.71,6897270272,25.62,#N/A,0.19,#N/A,#N/A,#N/A,34.7238,YES
GABC,Banks - Regional,Financial Services,14.18,12.84,2.62,43,8.72,11.34,NMS,39.55,1173824256,83.5,#N/A,0.14,#N/A,#N/A,#N/A,34.85755,YES
GAIA,Entertainment,Communication Services,0,285,0,6.25,9.65,9.65,NGM,5.7,133057328,63.75,#N/A,0.14,#N/A,#N/A,#N/A,4.0201,YES
GAIN,Asset Management,Financial Services,6.98,14.61,6.75,13.88,-2.05,4.7,NMS,14.17,519878880,14.74,#N/A,0.32,#N/A,#N/A,#N/A,13.90395,YES
GATX,Rental & Leasing Services,Industrials,20.25,16.19,1.74,135,2.71,4.45,NYQ,131.44,4676994048,26.69,#N/A,0.14,#N/A,#N/A,#N/A,131.9713,NO
GAU,Gold,Basic Materials,32.85,3.29,0,2.73,66.2,66.2,ASE,1.6426,429881568,67.51,#N/A,0.72,#N/A,#N/A,#N/A,1.4255,YES
GBCI,Banks - Regional,Financial Services,27.95,19.83,2.77,46.43,1.31,4.08,NYQ,45.83,5196893184,51.53,#N/A,0.08,#N/A,#N/A,#N/A,40.17025,YES
GBDC,Asset Management,Financial Services,9.74,9,10.1,16.25,4.94,15.04,NMS,15.485,4097470208,14.53,#N/A,0.81,#N/A,#N/A,#N/A,15.6786,NO
GBX,Railroads,Industrials,13.59,11.77,2.3,55,6.28,8.58,NYQ,51.75,1612269312,28.86,#N/A,0.19,#N/A,#N/A,#N/A,49.3699,YES
GCO,Apparel Retail,Consumer Cyclical,0,15.06,0,27,-8.52,-8.52,NYQ,29.515,331214368,66.55,#N/A,-0.11,#N/A,#N/A,#N/A,27.55325,YES
GD,Aerospace & Defense,Industrials,24,18.72,1.84,328.26,6.6,8.44,NYQ,307.95,84617879552,19.25,XLI,0.35,S&P 500,#N/A,#N/A,286.40814,YES
GDDY,Software - Infrastructure,Technology,13.63,24.95,0,172.15,5.19,5.19,NYQ,163.65,23070228480,24.69,#N/A,0.16,S&P 500,#N/A,#N/A,134.90355,YES
GDEN,Resorts & Casinos,Consumer Cyclical,3.38,26.49,3.24,37,22.52,25.76,NGM,30.2,855097920,62.82,#N/A,0.41,#N/A,#N/A,#N/A,32.9176,NO
GDOT,Credit Services,Financial Services,0,6.91,0,12,4.58,4.58,NYQ,11.475,615857408,50.98,#N/A,0.09,#N/A,#N/A,#N/A,9.6533,YES
GE,Aerospace & Defense,Industrials,52.21,36.91,0.58,207.91,7.63,8.21,NYQ,193.175,2.09424E+11,28.75,XLI,0.24,S&P 500,#N/A,#N/A,152.6872,YES
GEF,Packaging & Containers,Consumer Cyclical,13.93,13.29,3.32,78,21.75,25.07,NYQ,64.065,3130307072,24.25,#N/A,0.99,#N/A,#N/A,#N/A,62.7045,YES
GEHC,Health Information Services,Healthcare,25.81,18.84,0.13,96.14,7.65,7.78,NMS,89.31,40784482304,26.55,XLV,0.22,S&P 500,#N/A,Nasdaq 100,83.59215,YES
GEL,Oil & Gas Midstream,Energy,0,17.45,5,15.67,19.71,24.71,NYQ,13.09,1603053824,28.75,#N/A,0.76,#N/A,#N/A,#N/A,12.65115,YES
GEN,Software - Infrastructure,Technology,27.91,10.93,1.84,27.34,2.05,3.89,NMS,26.79,16489915392,20.43,#N/A,0.12,S&P 500,#N/A,#N/A,23.88605,YES
GEO,Security & Protection Services,Industrials,60.5,12.2,0,17.95,18.6,18.6,NYQ,15.135,2113300096,60.87,#N/A,0.19,#N/A,#N/A,#N/A,13.4224,YES
GERN,Biotechnology,Healthcare,0,-30.42,0,7.17,81.29,81.29,NMS,3.955,2384058368,48.02,#N/A,1.07,#N/A,#N/A,#N/A,3.64025,YES
GES,Apparel Retail,Consumer Cyclical,7.02,6.65,6.32,23.47,25.18,31.5,NYQ,18.749,964116736,52.54,#N/A,0.73,#N/A,#N/A,#N/A,23.3914,NO
GEV,Utilities - Renewable,Utilities,69.98,41.2,0,278.52,0.76,0.76,NYQ,276.42,75960770560,46.17,XLI,0.01,S&P 500,#N/A,#N/A,184.91895,YES
GEVO,Specialty Chemicals,Basic Materials,0,-11.34,0,5.15,56.95,56.95,NCM,3.2814,787859584,142.13,#N/A,0.41,#N/A,#N/A,#N/A,0.864,YES
GFF,Conglomerates,Industrials,17.72,11.76,0.89,87.4,32.81,33.7,NYQ,65.81,3238562560,41.93,#N/A,0.8,#N/A,#N/A,#N/A,66.63995,NO
GFS,Semiconductors,Technology,26.92,20.68,0,53.99,37.38,37.38,NMS,39.3,21684836352,39.27,#N/A,0.77,#N/A,#N/A,Nasdaq 100,49.468674,NO
GGG,Specialty Industrial Machinery,Industrials,29.44,26.74,1.19,88.15,3.62,4.81,NYQ,85.07,14370116608,28.88,#N/A,0.15,#N/A,#N/A,#N/A,84.7731,YES
GHM,Specialty Industrial Machinery,Industrials,71,27.65,0,35.75,14.44,14.44,NYQ,31.24,340244224,51.32,#N/A,0.28,#N/A,#N/A,#N/A,27.37755,YES
GIB,Information Technology Services,Technology,22.03,19.06,0,120.48,5.17,5.17,NYQ,114.56,26135965696,35.24,#N/A,0.22,#N/A,#N/A,#N/A,108.4967,YES
GIC,Industrial Distribution,Industrials,19.02,15.33,2.86,45,32.2,35.06,NYQ,34.04,1300341632,37.96,#N/A,0.92,#N/A,#N/A,#N/A,37.02415,NO
GIII,Apparel Manufacturing,Consumer Cyclical,8.08,8.06,0,31.5,-2.05,-2.05,NMS,32.16,1410009088,50.2,#N/A,-0.04,#N/A,#N/A,#N/A,28.73875,YES
GIL,Apparel Manufacturing,Consumer Cyclical,19.5,10.11,1.72,67.39,42.78,44.5,NYQ,47.2,7676324864,25.72,#N/A,1.35,#N/A,#N/A,#N/A,38.26625,YES
GILD,Drug Manufacturers - General,Healthcare,105.44,11.92,3.55,86.44,-0.02,3.53,NMS,86.46,1.07629E+11,20.49,XLV,0.13,S&P 500,#N/A,Nasdaq 100,74.0314,YES
GILT,Communication Equipment,Technology,14.16,14.17,0,7.9,59.43,59.43,NMS,4.955,282804320,38.88,#N/A,1.64,#N/A,#N/A,#N/A,5.26175,NO
GIS,Packaged Foods,Consumer Defensive,16.4,14.65,3.43,74.8,8.59,12.02,NYQ,68.8845,38247673856,20.27,XLP,0.63,S&P 500,#N/A,#N/A,68.0283,YES
GL,Insurance - Life,Financial Services,9.95,8.3,0.87,121.33,10.21,11.08,NYQ,110.085,9887812608,31.32,#N/A,0.31,S&P 500,#N/A,#N/A,100.37235,YES
GLAD,Asset Management,Financial Services,7.12,12.12,7.95,23.83,-5.47,2.48,NMS,25.21,548428416,19.71,#N/A,0.14,#N/A,#N/A,#N/A,22.21685,YES
GLBS,Marine Shipping,Industrials,5.47,-12.03,0,4,121.61,121.61,NCM,1.805,37151052,88.75,#N/A,1.37,#N/A,#N/A,#N/A,1.9937,NO
GLDD,Engineering & Construction,Industrials,18.72,14.66,0,14,15.04,15.04,NMS,12.17,817688896,43.75,#N/A,0.26,#N/A,#N/A,#N/A,8.89745,YES
GLP,Oil & Gas Midstream,Energy,16.34,12,6.25,51,13.92,20.17,NYQ,44.77,1513342464,24.79,#N/A,0.81,#N/A,#N/A,#N/A,44.88985,NO
GLW,Electronic Components,Technology,92.03,20.57,2.4,46.1,-1.78,0.62,NYQ,46.935,40162328576,22.52,XLK,0.02,S&P 500,#N/A,#N/A,37.06595,YES
GM,Auto Manufacturers,Consumer Cyclical,5.51,4.95,0.98,54.67,11.56,12.54,NYQ,49.005,55077699584,30.83,XLY,0.34,S&P 500,#N/A,#N/A,43.81425,YES
GME,Specialty Retail,Consumer Cyclical,148.39,-2078,0,7.88,-62.08,-62.08,NYQ,20.7791,9266869248,104.27,#N/A,-1,#N/A,#N/A,#N/A,19.29805,YES
GMED,Medical Devices,Healthcare,367.1,22.11,0,79.54,8.35,8.35,NYQ,73.41,9938874368,28.17,#N/A,0.23,#N/A,#N/A,#N/A,62.27405,YES
GNE,Utilities - Regulated Electric,Utilities,57.82,0,1.82,0,-100,-98.18,NYQ,16.19,435399296,41.35,#N/A,-2.24,#N/A,#N/A,#N/A,16.7389,NO
GNRC,Specialty Industrial Machinery,Industrials,42.86,20.65,0,161.66,-2.78,-2.78,NYQ,166.29,10002792448,34.38,#N/A,-0.06,S&P 500,#N/A,#N/A,137.29526,YES
GNSS,Scientific & Technical Instruments,Technology,0,-32,0,5.08,32.29,32.29,NCM,3.84,171279360,70,#N/A,0.39,#N/A,#N/A,#N/A,2.35885,YES
GNTX,Auto Parts,Consumer Cyclical,16.39,13.23,1.6,34.88,18.2,19.8,NMS,29.51,6792551936,25.19,#N/A,0.64,#N/A,#N/A,#N/A,33.09755,NO
GNW,Insurance - Life,Financial Services,58.38,7.53,0,8,14.2,14.2,NYQ,7.005,3026370304,27.33,#N/A,0.43,#N/A,#N/A,#N/A,6.39845,YES
GOGL,Marine Shipping,Industrials,10.27,6.21,10.64,16.14,46.86,57.5,NMS,10.99,2205242368,29.87,#N/A,1.75,#N/A,#N/A,#N/A,12.59495,NO
GOLD,Gold,Basic Materials,24.29,11.67,1.91,24.28,16.23,18.14,NYQ,20.89,36618506240,32.64,#N/A,0.5,#N/A,#N/A,#N/A,17.44415,YES
GOOD,REIT - Diversified,Real Estate,0,-148.14,7.27,15.63,-4.08,3.19,NMS,16.295,700072576,16.64,#N/A,0.16,#N/A,#N/A,#N/A,14.15365,YES
GOOG,Internet Content & Information,Communication Services,23.97,19.2,0.48,202.31,21.27,21.75,NMS,166.82,2.04184E+12,24.3,XLC,0.61,#N/A,#N/A,Nasdaq 100,162.1156,YES
GOOGL,Internet Content & Information,Communication Services,23.52,18.88,0.49,200.2,21.97,22.46,NMS,164.1389,2.02921E+12,23.21,XLC,0.63,S&P 500,#N/A,Nasdaq 100,160.5338,YES
GPC,Auto Parts,Consumer Cyclical,16.63,14.17,2.79,155.2,8.19,10.98,NYQ,143.445,19990740992,23.22,XLY,0.34,S&P 500,#N/A,#N/A,144.2039,NO
GPI,Auto & Truck Dealerships,Consumer Cyclical,8.68,8.49,0.52,413.17,17.57,18.09,NYQ,351.41,4710616064,37.84,#N/A,0.42,#N/A,#N/A,#N/A,308.9756,YES
GPK,Packaging & Containers,Consumer Cyclical,12.81,10.63,1.33,32.85,9.63,10.96,NYQ,29.965,8992915456,25.31,#N/A,0.29,#N/A,#N/A,#N/A,27.5714,YES
GPN,Specialty Business Services,Industrials,18.29,7.74,0.98,133.81,34.24,35.22,NYQ,99.68,25354647552,29.89,XLF,0.96,S&P 500,#N/A,#N/A,114.00095,NO
GPRE,Chemicals,Basic Materials,0,15.96,0,24.53,113.49,113.49,NMS,11.49,742887104,63.59,#N/A,1.48,#N/A,#N/A,#N/A,18.0762,NO
GPRK,Oil & Gas E&P,Energy,4.31,3.35,7.17,16.5,98.56,105.73,NYQ,8.31,460995616,42.54,#N/A,2.32,#N/A,#N/A,#N/A,9.28355,NO
GRBK,Residential Construction,Consumer Cyclical,10.91,9.37,0,69,-13.23,-13.23,NYQ,79.525,3533935872,39.99,#N/A,-0.31,#N/A,#N/A,#N/A,62.1785,YES
GRC,Specialty Industrial Machinery,Industrials,29.34,19.41,1.84,50,30.09,31.93,NYQ,38.435,1008054016,31.09,#N/A,1.05,#N/A,#N/A,#N/A,36.658,YES
GRMN,Scientific & Technical Instruments,Technology,23.33,25.16,1.79,150.69,-9.52,-7.73,NYQ,166.55,32013242368,20.06,XLY,-0.27,S&P 500,#N/A,#N/A,155.5719,YES
GROW,Asset Management,Financial Services,26.89,0,3.66,0,-100,-96.34,NCM,2.4201,33108420,66.25,#N/A,-2.47,#N/A,#N/A,#N/A,2.6444,NO
GRPN,Internet Content & Information,Communication Services,0,17.48,0,17.75,75.31,75.31,NMS,10.125,402982880,122.36,#N/A,0.69,#N/A,#N/A,#N/A,13.73455,NO
GS,Capital Markets,Financial Services,15.16,12.26,2.27,542.36,4.82,7.09,NYQ,517.425,1.63403E+11,23.52,XLF,0.3,S&P 500,DJIA,#N/A,444.808,YES
GSBC,Banks - Regional,Financial Services,11.03,10.93,2.74,62.33,11.2,13.94,NMS,56.05,654720064,39.53,#N/A,0.32,#N/A,#N/A,#N/A,54.69565,YES
GSK,Drug Manufacturers - General,Healthcare,13.03,8.51,3.97,45.88,20.15,24.12,NYQ,38.185,78564794368,22.62,#N/A,0.9,#N/A,#N/A,#N/A,41.27055,NO
GSL,Rental & Leasing Services,Industrials,2.75,2.63,7.19,31.67,27.6,34.79,NYQ,24.82,875153216,30.8,#N/A,1.1,#N/A,#N/A,#N/A,23.98655,YES
GT,Auto Parts,Consumer Cyclical,0,5.33,0,11.64,39.99,39.99,NMS,8.315,2367172352,44.94,#N/A,0.64,#N/A,#N/A,#N/A,11.31765,NO
GTE,Oil & Gas E&P,Energy,4.02,-4.32,0,6.91,9.51,9.51,ASE,6.31,193407808,55.74,#N/A,0.17,#N/A,#N/A,#N/A,7.46995,NO
GTLS,Specialty Industrial Machinery,Industrials,55.8,9.97,0,183.14,46.52,46.52,NYQ,124.995,5355030528,41.19,#N/A,0.78,#N/A,#N/A,#N/A,137.8983,NO
GTN,Broadcasting,Communication Services,80.43,-9.08,5.46,9,59.86,65.32,NYQ,5.63,572852480,57.36,#N/A,0.89,#N/A,#N/A,#N/A,6.1192,NO
GTY,REIT - Retail,Real Estate,26.97,25.08,5.66,32,-0.31,5.35,NYQ,32.1,1739351296,28.93,#N/A,0.3,#N/A,#N/A,#N/A,28.6315,YES
GVA,Engineering & Construction,Industrials,41.65,15.3,0.63,80.5,-3.85,-3.22,NYQ,83.72,3657467392,30.68,#N/A,-0.08,#N/A,#N/A,#N/A,61.51905,YES
GWRE,Software - Application,Technology,0,76.8,0,193.25,2.21,2.21,NYQ,189.07,15697708032,36.36,#N/A,0.07,#N/A,#N/A,#N/A,133.26765,YES
GWW,Industrial Distribution,Industrials,30.67,26.62,0.73,1030.28,-7.99,-7.26,NYQ,1119.74,54672089088,20.37,XLI,-0.31,S&P 500,#N/A,#N/A,956.55707,YES
H,Lodging,Consumer Cyclical,16.35,35.98,0.39,159.72,4.93,5.32,NYQ,152.215,15020195840,26.85,#N/A,0.17,#N/A,#N/A,#N/A,146.8666,YES
HAE,Medical Instruments & Supplies,Healthcare,33.49,13.96,0,109.8,47.07,47.07,NYQ,74.66,3822973952,34.38,#N/A,1.03,#N/A,#N/A,#N/A,82.02305,NO
HAFC,Banks - Regional,Financial Services,9.09,9.52,4.84,20.8,4,8.84,NMS,20,605368000,36.85,#N/A,0.25,#N/A,#N/A,#N/A,17.0458,YES
HAIN,Packaged Foods,Consumer Defensive,0,14.68,0,10.2,15.84,15.84,NMS,8.805,791081728,50.74,#N/A,0.3,#N/A,#N/A,#N/A,8.06385,YES
HAL,Oil & Gas Equipment & Services,Energy,9.4,8.27,2.4,41.41,46.35,48.75,NYQ,28.295,24979646464,28.49,XLE,1.26,S&P 500,#N/A,#N/A,34.38425,NO
HALO,Biotechnology,Healthcare,20.01,10.88,0,61.5,19.2,19.2,NMS,51.595,6530250752,34.2,#N/A,0.45,#N/A,#N/A,#N/A,47.0489,YES
HAS,Leisure,Consumer Cyclical,0,16.33,3.84,76,5.5,9.34,NMS,72.035,10042184704,24.21,XLY,0.29,S&P 500,#N/A,#N/A,59.5478,YES
HAYN,Metal Fabrication,Industrials,20.69,15.67,1.47,61,1.67,3.14,NMS,60,767100032,22.16,#N/A,0.04,#N/A,#N/A,#N/A,58.9315,YES
HBAN,Banks - Regional,Financial Services,14.77,11.27,4.04,16.64,9.33,13.37,NMS,15.22,22097385472,25.1,#N/A,0.48,S&P 500,#N/A,#N/A,13.6497,YES
HBCP,Banks - Regional,Financial Services,10.03,10.61,2.32,48.25,5.87,8.19,NMS,45.575,368206720,54.69,#N/A,0.15,#N/A,#N/A,#N/A,39.13095,YES
HBI,Apparel Manufacturing,Consumer Cyclical,0,12.63,0,5,-30.7,-30.7,NYQ,7.215,2537407232,46.79,#N/A,-0.62,#N/A,#N/A,#N/A,5.38635,YES
HBIO,Medical Instruments & Supplies,Healthcare,0,15.73,0,6.25,163.79,163.79,NGM,2.3693,103327304,97.39,#N/A,1.68,#N/A,#N/A,#N/A,3.5383,NO
HBM,Copper,Basic Materials,34.72,10.78,0.16,11.89,26.83,26.99,NYQ,9.375,3699721728,61.14,#N/A,0.54,#N/A,#N/A,#N/A,7.68045,YES
HBNC,Banks - Regional,Financial Services,34.74,9.7,4.08,16.75,12.12,16.2,NMS,14.94,653058752,42.92,#N/A,0.45,#N/A,#N/A,#N/A,13.3629,YES
HCA,Medical Care Facilities,Healthcare,19.29,16.58,0.64,409.01,-0.55,0.09,NYQ,411.255,1.06123E+11,25.14,XLV,0,S&P 500,#N/A,#N/A,337.74036,YES
HCI,Insurance - Property & Casualty,Financial Services,9.04,9.35,1.33,136,17.13,18.46,NYQ,116.115,1216037504,37.01,#N/A,0.2,#N/A,#N/A,#N/A,99.9509,YES
HCKT,Information Technology Services,Technology,20.62,14.95,1.71,29,13.44,15.15,NMS,25.565,706920832,36.02,#N/A,0.42,#N/A,#N/A,#N/A,23.8163,YES
HCSG,Medical Care Facilities,Healthcare,24.38,11.91,0,14.25,35.91,35.91,NMS,10.485,769422848,49.8,#N/A,0.72,#N/A,#N/A,#N/A,11.0027,NO
HD,Home Improvement Retail,Consumer Cyclical,27.23,26.04,2.17,398.48,-1.81,0.36,NYQ,405.82,4.03128E+11,25.54,XLY,0.02,S&P 500,DJIA,#N/A,361.08484,YES
HDSN,Specialty Chemicals,Basic Materials,10.53,9.32,0,10.19,25.69,25.69,NCM,8.1075,369180960,46.55,#N/A,0.38,#N/A,#N/A,#N/A,10.0819,NO
HE,Utilities - Regulated Electric,Utilities,0,7.65,0,10.25,3.07,3.07,NYQ,9.945,1715174272,60.18,#N/A,0.05,#N/A,#N/A,#N/A,11.65275,NO
HEAR,Consumer Electronics,Technology,0,10.88,0,21.5,30.07,30.07,NGM,16.53,343068608,58.2,#N/A,0.46,#N/A,#N/A,#N/A,14.222475,YES
HEES,Rental & Leasing Services,Industrials,11.46,12.14,2.13,63,23.88,26.01,NMS,50.855,1857361920,40.95,#N/A,0.52,#N/A,#N/A,#N/A,50.9803,NO
HEI,Aerospace & Defense,Industrials,76.26,60.89,0.08,263.93,1.2,1.28,NYQ,260.795,31359135744,29.96,#N/A,0.04,#N/A,#N/A,#N/A,217.12715,YES
HELE,Household & Personal Products,Consumer Defensive,11.04,8.32,0,86.75,31.96,31.96,NMS,65.74,1503178240,51.32,#N/A,0.67,#N/A,#N/A,#N/A,90.72385,NO
HES,Oil & Gas E&P,Energy,16.26,15.33,1.43,161.36,15.53,16.96,NYQ,139.67,43037503488,25.37,XLE,0.7,S&P 500,#N/A,#N/A,145.363,NO
HFWA,Banks - Regional,Financial Services,17.07,11.94,4.02,24.4,13.28,17.3,NMS,21.54,742013248,43.85,#N/A,0.39,#N/A,#N/A,#N/A,19.65115,YES
HHH,Real Estate - Diversified,Real Estate,0,74.94,0,90,17.74,17.74,NYQ,76.44,3840070656,44.98,#N/A,0.49,#N/A,#N/A,#N/A,69.543434,YES
HI,Specialty Industrial Machinery,Industrials,0,9.02,3.14,46.8,68.35,71.49,NYQ,27.8,1952291200,51.16,#N/A,1.4,#N/A,#N/A,#N/A,41.1792,NO
HIG,Insurance - Property & Casualty,Financial Services,12.74,10.47,1.54,121.97,0.91,2.45,NYQ,120.87,35451764736,21.31,XLF,0.11,S&P 500,#N/A,#N/A,102.1002,YES
HII,Aerospace & Defense,Industrials,13.84,13.87,1.99,280.92,7.76,9.75,NYQ,260.695,10223206400,25.32,#N/A,0.34,S&P 500,#N/A,#N/A,266.1062,NO
HIMX,Semiconductors,Technology,14.78,17.15,4.65,8.2,29.24,33.89,NMS,6.345,1108623744,41.77,#N/A,0.76,#N/A,#N/A,#N/A,6.0513,YES
HIW,REIT - Office,Real Estate,25.27,59.41,5.5,31.38,-11.94,-6.44,NYQ,35.635,3853776640,24.57,#N/A,-0.22,#N/A,#N/A,#N/A,27.2252,YES
HL,Other Precious Metals & Mining,Basic Materials,0,24.59,0.75,7.84,6.31,7.06,NYQ,7.375,4579159552,53.56,#N/A,0.11,#N/A,#N/A,#N/A,5.1879,YES
HLF,Packaged Foods,Consumer Defensive,8.27,3.37,0,12.4,83.03,83.03,NYQ,6.775,682364480,75.85,#N/A,0.79,#N/A,#N/A,#N/A,9.7115,NO
