Ticker,3/31/14,6/30/14,9/30/14,12/31/14,3/31/15,6/30/15,9/30/15,12/31/15,3/31/16,6/30/16,9/30/16,12/31/16,3/31/17,6/30/17,9/30/17,12/31/17,3/31/18,6/30/18,9/30/18,12/31/18,3/31/19,6/30/19,9/30/19,12/31/19,3/31/20,6/30/20,9/30/20,12/31/20,3/31/21,6/30/21,9/30/21,12/31/21,3/31/22,6/30/22,9/30/22,12/31/22,3/31/23,6/30/23,9/30/23,12/31/23,3/31/24,6/30/24,9/30/24,12/31/24,3/31/25,6/30/25
CDE,-14.38,-1.18,-45.97,3.02,-7.83,21.23,-50.61,-12.06,126.61,89.68,10.98,-23.16,-11.11,6.19,7.11,-18.39,6.67,-5,-29.87,-16.14,-8.72,6.37,10.83,67.98,-60.27,58.26,45.28,40.24,-12.75,-1.66,-30.52,-18.31,-11.71,-31.69,12.5,-1.75,18.75,-28.82,-21.83,46.85,15.64,97.89,96.12,61.24,28.19,10.05
CDMO,-4.4,-13.22,5.96,-20,2.34,-6.11,-8.94,-12.5,-63.86,4.8,-9.24,-11.03,105.39,-1.37,8,-24.18,5.46,51.77,-5.92,-26.53,24.42,35.28,-17.44,23.55,-7.72,21.64,-2.29,101.24,46.71,19.83,19.61,-38.49,-28.67,45.99,-13.79,-6.55,14.02,-29.86,-51.42,10.08,12.7,-17.54,68.38,46.85,42.49,3.04
CDNS,10.55,12.6,-0.29,8.91,-1.75,4.65,7.49,0,13.6,3.13,4.72,-1.21,24.5,6.66,17.86,5.95,-12.08,17.79,4.64,-4.37,46.54,11.49,-7.92,7.81,-11.4,50.67,10.53,31.54,3.71,-2.51,10.93,21.79,-11.12,-9.65,9.22,-1.71,30.78,11.63,-0.09,16.25,14.29,31.23,24.26,16.46,12.66,12.63
CDP,12.45,4.39,-7.52,10.3,3.56,-19.88,-10.66,3.8,20.2,12.69,-4.13,10.12,6.02,5.83,-6.28,-11.06,-11.54,12.23,2.9,-29.5,29.81,-3.41,12.93,-1.34,-24.68,14.51,-6.39,9.95,0.96,6.3,-3.61,3.67,2.04,-8.23,-11.3,11.67,-8.6,0.17,0.34,7.55,-5.7,5.39,6.51,8.36,9.19,8.93
CDXC,15.63,-29.73,-18.46,-15.09,72.22,-21.29,2.46,-2.4,17.21,-4.2,-27.49,11.07,-18.73,42.01,12.57,36.74,-28.57,-11.67,15.63,-20.05,22.16,10.98,-15.38,9.53,-24.36,40.8,-12.64,19.7,94.58,5.57,-36.41,-40.35,-34.22,-32.11,-26.35,36.59,-8.93,2.61,-7.01,-2.05,143.36,73.89,46.05,59.49,22.68,13.62
CDXS,45.71,-28.43,59.59,8.15,80.95,-14.69,-12.85,24.78,-26.48,29.58,10.17,3.6,4.35,13.54,22.02,25.56,31.74,30.91,19.1,-2.62,22.93,-10.23,-25.58,16.59,-30.21,2.15,2.98,85.95,4.86,-1,2.65,34.44,-34.06,-49.27,-42.07,-23.1,-11.16,-32.37,-32.5,61.38,14.43,10.71,30.73,41.99,46.26,44.93
CDZI,1.29,18.16,24.73,7.8,-8.44,-15.26,-16.46,-27.55,-0.76,12.45,26.24,68.69,20.4,-10.3,-5.93,12.2,-5.26,-2.96,-14.89,-7.62,-6.02,16.22,11.02,-11.77,5.9,-12.94,-2.26,7.25,-9.95,41.81,-48.24,-45.17,-46.37,12.56,-18.45,31.58,61.6,0.5,-18.47,-15.41,3.57,-23.89,-21.39,-11.73,-5.1,-1.84
CE,0.36,15.8,-8.96,2.46,-6.84,28.68,-17.68,13.79,-2.72,-0.08,1.7,18.3,14.11,5.67,9.83,2.69,-6.42,10.83,2.65,-21.08,9.6,9.32,13.44,0.68,-40.39,17.65,24.45,20.93,15.29,1.19,-0.63,11.56,-14.99,-17.68,-23.19,13.17,6.5,6.35,8.39,23.78,10.61,16.49,2.19,0.62,-5.21,5.5
CECO,2.71,-6.03,-14.05,15.97,-31.72,6.79,-27.71,-6.23,-19.14,40.74,29.06,23.67,-24.66,-12.65,-7.84,-39.36,-13.26,37.98,28.34,-14.34,6.67,33.19,-27.16,9.66,-39.03,41.11,10.62,-4.53,13.94,-9.71,-1.68,-11.51,-11.88,8.93,47.99,31.98,19.78,-4.5,19.54,26.99,13.51,115.94,97.94,74.67,51.63,32.87
CENT,18.84,14.61,-16.23,15.08,13.45,4.68,55.95,-18.55,16.78,38.17,17.78,32.83,7.8,-11.45,20.73,0.21,10.48,1.12,-17.11,-5.11,-25.26,5.44,9.8,6.15,-16.59,32.52,8.87,-2.67,54.12,-1.27,-16.63,10.37,-12.97,-2.19,-14.16,0.58,4.7,-4.79,16.96,13.53,6.84,27.52,30.82,26.77,22.45,22.24
CENX,26.29,18.7,65.62,-6.05,-43.44,-24.42,-55.9,-3.91,59.5,-10.21,9.79,23.17,48.25,22.77,6.42,18.46,-15.78,-4.78,-24,-38.93,21.48,-22.18,-3.98,13.26,-51.83,96.96,-0.14,54.92,60.11,-27.01,4.34,23.12,58.88,-71.99,-28.36,54.92,22.25,-12.8,-17.55,68.85,26.77,92.09,41.7,24.21,8.84,2.54
CERS,-25.58,-13.54,-3.37,55.61,-33.17,24.46,-12.52,39.21,-6.17,5.23,-0.48,-29.95,2.3,-43.6,8.76,23.81,62.13,21.72,8.1,-29.68,22.88,-9.79,-8.27,-18.14,10.19,41.94,-5.15,10.54,-13.15,-1.66,3.05,11.82,-19.38,-3.64,-31.95,1.39,-18.63,-17.17,-34.15,33.33,-12.5,-28.46,-1.13,18.43,26.78,26.24
CEVA,15.37,-15.89,-9,34.97,17.53,-8.86,-4.43,25.79,-3.68,20.76,29.08,-4.33,5.81,28.03,-5.83,7.83,-21.56,-16.57,-4.8,-23.17,22.05,-9.68,22.63,-9.71,-7.53,50.1,5.21,15.57,23.41,-15.76,-9.79,1.34,-5.99,-17.44,-21.84,-2.48,18.96,-16.04,-24.11,17.12,0,-24.50,-8.22,1.99,12.31,18.39
CF,11.84,-7.72,16.09,-2.39,4.09,13.3,-30.15,-9.11,-23.21,-23.1,1.04,29.28,-6.77,-4.74,25.75,20.99,-11.31,17.68,22.61,-20.08,-6.04,14.26,5.33,-2.97,-43.02,3.46,9.13,26.05,17.23,13.38,8.49,26.8,45.61,-16.82,12.27,-11.48,-14.92,-4.24,23.51,-7.28,4.67,6.77,15.75,22.41,22.7,24.95
CFBK,16.46,-4.45,-10.14,-8.27,14.75,-6.43,2.29,-1.49,2.27,0.74,3.68,24.11,22.29,-2.8,16.35,13.64,-15.64,3.45,17.42,-24.58,9.67,-6.08,3.41,12.05,-24.59,-0.86,15.82,46.44,12.83,-2.4,4.98,0.39,8.63,-5.83,-1.81,2.72,-7.93,-23.08,11.67,16.42,2.41,25.07,21.08,17.05,13.69,6.84
CFFI,-27.44,8.6,-7.56,19.45,-12.05,6.01,-1.54,6.91,-2.05,17.17,-3.75,15.71,-7.12,1.3,17.27,5.45,-9.31,18.92,-6.08,-9.43,-4.91,7.92,-3.57,5.07,-27.89,-16.67,-10.68,24.95,19.35,15.15,4.14,-3.62,-1.29,-9.02,16.38,8.92,-11.26,3.85,-0.19,27.22,-28.14,-10.24,-5.79,-4.77,-1.55,2.38
CFFN,3.72,-3.18,-2.8,8.12,-2.19,-3.68,0.58,3.72,5.57,5.2,0.86,16.99,-11.12,-2.87,3.45,-8.78,-7.9,6.56,-3.19,0.24,4.54,3.15,0.07,-0.36,-15.44,-5.17,-15.85,34.92,5.96,-11.06,-2.46,-1.39,-3.97,-15.63,-9.59,4.22,-22.2,-8.32,-22.69,35.22,-7.6,-11.02,-1,4.95,6.17,6.34
CFR,4.16,2.44,-3.66,-7.67,-2.21,13.75,-19.09,-5.63,-8.15,15.64,12.88,22.64,0.84,5.55,1.08,-0.28,12.07,2.05,-3.51,-15.8,10.38,-3.51,-5.46,10.42,-42.94,33.91,-14.4,36.4,24.68,2.98,5.91,6.28,9.79,-15.87,13.54,1.12,-21.21,2.08,-15.18,18.95,3.76,-5.49,9.19,11.05,14.59,16.6
CG,-1.35,-3.36,-10.31,-9.72,-1.45,3.87,-40.32,-7.02,8.07,-3.85,-4.07,-2.06,4.59,23.82,19.49,-2.97,-6.77,-0.23,5.87,-30.16,16.06,23.69,13.05,25.51,-32.51,28.87,-11.58,27.44,16.92,26.44,1.72,16.12,-10.91,-35.27,-18.38,15.48,4.09,2.87,-5.6,34.91,15.29,25.67,12.55,-3.98,-12.34,-8.49
CGA,-20.17,-23.88,-10,-23.23,15.79,20.45,-19.29,-10.58,-11.76,-1.48,9.77,-17.81,8.33,-1.54,-3.91,0.81,1.61,-8.73,-24.36,-42.62,-2.4,-5.23,-15.16,-40.21,-7.47,12.12,-14.24,44,51.94,81.54,-8.56,4.63,6.32,-39.21,-6.51,-29.62,1.24,-37.9,-10.83,33.77,-10.83,-35.40,-32.62,-14.39,-2.7,-1.84
CGNX,-13.51,14.2,10.08,-0.43,22.16,-5.03,-26.21,-4.55,15.96,10.06,22.65,20.36,31.96,1.13,29.89,10.92,-14.99,-14.2,25.13,-30.72,31.52,-5.66,0.5,16.22,-22.73,35.43,5.13,30.23,5.01,0.34,-3.85,-4.4,0.39,-44.31,-4.65,13.66,5.18,13.06,-24.24,-1.65,1.63,-16.53,-8.04,1.35,9.42,17.84
CHCI,-19.5,-26.09,-3.36,-10.43,-10.68,-39.46,-9.21,-58.76,22.6,-0.56,3.93,-2.7,19.83,-8.67,-15.23,1.8,-8.82,69.03,-7.79,-30.46,29.76,21.56,-30.34,5.96,-20.25,78.85,-11.83,28.86,82.33,3.46,-20.23,1.68,22.99,-24.22,-12.17,7.05,19.29,-17.36,13.6,-6.89,14.85,52.03,35.69,41.31,45.71,28.8
CHCO,-3.17,0.58,-6.63,10.44,1.07,4.72,0.1,-7.42,4.69,-4.83,10.6,34.42,-4.62,2.16,9.17,-6.17,1.62,9.73,2.09,-11.99,12.72,0.09,-0.01,7.48,-18.82,-2.04,-11.6,20.73,17.58,-8,3.55,4.98,-3.78,1.5,11.03,4.96,-2.37,-0.98,0.4,22.04,-5.48,18.07,21.21,16.72,16.59,15.31
CHD,4.21,1.27,0.3,12.33,8.39,-5.02,3.41,1.17,8.6,11.62,-6.85,-7.78,12.85,4.03,-6.61,3.55,0.38,5.56,11.68,10.76,8.32,2.57,2.98,-6.51,-8.76,20.44,21.23,-6.91,0.14,-2.44,-3.11,24.14,-3.04,-6.76,-22.9,12.84,9.68,13.37,-8.58,3.2,10.31,3.44,4.67,20.07,29.23,33.06
CHDN,1.84,-1.31,8.2,-2.26,20.64,8.77,7.01,5.74,4.52,-14.55,15.82,2.8,5.58,15.39,12.49,12.85,4.88,21.49,-6.34,-12.16,11,27.49,7.29,11.13,-24.96,29.33,23.03,18.9,16.75,-12.82,21.09,0.34,-7.94,-13.64,-3.85,14.81,21.58,8.28,-16.62,16.28,-8.29,0.31,3.41,5.19,11.74,15.11
CHE,16.74,4.77,9.8,2.69,12.99,9.8,1.81,12.23,-9.58,0.63,3.49,13.71,13.89,11.95,-1.21,20.28,12.28,17.94,-0.69,-11.36,12.99,12.74,15.72,5.19,-1.38,4.13,6.49,10.88,-13.67,3.19,-1.98,13.74,-4.25,-7.34,-6.99,16.92,5.35,0.73,-4.06,12.52,9.78,0.17,1.36,7.39,14.29,19.16
CHEF,-28.07,-4.82,-18.2,34.99,-2.72,0.19,-37.35,29.14,11.97,-20.26,-24.24,34.47,-12.03,-6.47,48.46,6.22,12.2,23.91,27.54,-13.81,-0.89,12.95,13.4,-4.53,-71.79,18.67,10.07,70.76,26.6,6.86,-0.65,1.43,0.68,18.63,-22.19,9.94,2.31,5.02,-40.77,38.95,27.96,9.37,22.09,25.19,24.34,23.02
CHH,-6.33,2.41,10.38,7.73,14.37,-15.33,-12.17,5.79,7.22,-11.9,-5.33,24.33,11.69,2.64,-0.54,21.44,3.29,-5.68,10.19,-14.07,8.61,11.92,2.24,16.27,-40.78,28.82,8.95,24.16,0.52,10.78,6.32,23.44,-9.12,-21.25,-1.89,2.85,4.04,0.28,4.25,-7.52,11.52,1.26,6.39,10.12,12.27,15.79
CHKP,4.85,-0.89,3.3,13.47,4.33,-2.95,-0.28,2.58,7.48,-8.91,-2.6,8.83,21.55,6.25,4.53,-9.12,-4.13,-1.67,20.46,-12.76,23.22,-8.6,-5.29,1.33,-9.39,6.85,12.02,10.45,-15.76,3.72,-2.66,3.11,18.62,-11.92,-8.01,12.62,3.04,-3.37,6.1,14.64,7.34,31.35,21.14,16.49,14.53,10.71
CHMG,-20.63,8.92,-4.91,-1.53,2.31,-6.43,5.85,-1.89,-4.18,11.39,-1.23,25.39,8.67,3.49,15.22,2.12,-3.39,7.83,-15.33,-2.64,13.6,3,-13.12,1.19,-22.4,-17.22,5.75,17.6,23.18,5.95,2.23,2.54,0.52,0.66,-10.91,9.55,-9.53,-7.45,3.12,25.73,-14.7,24.97,26.86,21.19,21.84,14.77
CHRW,-10.21,21.76,3.97,12.92,-2.23,-14.79,8.56,-8.43,19.69,0.03,-5.1,3.97,5.5,-11.14,10.8,17.07,5.19,-10.72,17.05,-14.12,3.45,-3.03,0.51,-7.76,-15.35,19.43,29.26,-8.14,1.66,-1.84,-7.12,23.71,0.07,-5.89,-4.99,-4.93,8.53,-5.05,-8.71,0.3,-11.86,-6.60,6.59,12.32,18.64,20.43
CHT,-0.9,4.5,-6.52,-1.8,8.97,-0.47,-5.33,-0.63,12.42,7.52,-3.5,-9.93,7.7,3.65,-3.15,3.9,9.65,-7.57,-0.03,-0.33,-0.67,2.78,-2.33,3.39,-3.6,10.68,-7.98,6.6,1.35,3.88,-3.37,7.43,5.31,-7.2,-13.87,2.98,6.86,-4.63,-3.62,8.71,0.18,3.54,3.95,1.98,2.4,3.1
CHTR,-9.92,28.56,-4.43,10.07,15.9,-11.32,2.44,4.37,10.56,12.95,18.08,6.65,13.68,2.91,7.89,-7.56,-7.36,-5.79,11.14,-12.55,21.74,13.91,4.29,17.7,-10.05,16.9,22.41,5.96,-6.73,16.92,0.85,-10.39,-16.33,-14.11,-35.25,11.79,5.46,2.73,19.72,-11.63,-25.23,-18.62,-20.05,-17.03,-6.88,2.85
CHUY,12.09,-13.3,-11.94,-37.83,12.83,20.87,4.18,12.46,-3.53,17.18,-16.22,11.73,-12.59,-23.09,-9.03,39.21,-6.6,17.18,-14.5,-31.58,26.78,0.66,6.46,5.86,-58.61,27.03,40.06,46.85,52.67,-11.63,-11.84,-10.45,-12.03,-19.87,8.25,27.67,19.77,14.84,-13.32,10.65,-11.77,-34.97,-51.17,-40.61,-15.64,6.89
CI,-4.29,9.84,-1.39,13.47,25.78,25.15,-16.65,8.38,-6.21,-6.74,1.82,2.36,9.82,14.27,11.68,8.64,-17.41,1.32,22.54,-8.8,-15.32,-2.03,-3.66,34.72,-13.36,5.91,-9.72,22.89,16.12,-1.93,-15.57,14.72,4.35,9.98,5.29,19.41,-22.88,9.81,1.95,4.68,21.29,17.81,14.16,19.22,13.54,13.96
CIA,-15.43,0,-12.7,17.65,-18.95,21.1,-0.54,0.13,-2.56,4.97,23.16,4.91,-24.34,-0.67,-0.41,0,-0.41,6.42,7.83,-10.48,-11.3,9.45,-5.89,-1.75,-3.41,-8.13,-7.51,3.43,1.05,-8.64,17.39,-14.49,-20.15,-1.18,-20.29,-36.23,74.18,-35.04,18.26,-5.61,-20.45,12.86,2.69,1.56,12.71,2.59
CIEN,-15.26,-1.21,-14.18,10.5,15.01,19.48,-5.15,-26.39,-5.29,14.02,0.99,25.59,-5.88,12.4,-17.4,0.05,21.01,-1.36,23.07,21.85,0.71,17.88,-17.91,9.56,13.94,28.42,-33.81,35.54,-5.47,15.2,-6.62,19.27,-14.8,-6.47,-6.49,5.76,-9.78,-9.69,-1.35,25.35,-9.35,20.63,23.43,18.24,14.21,9.71
CIGI,10.36,6.48,3.22,-2.6,27.25,-40.54,5.48,9.76,-15.02,-9.83,23.23,-12.65,28.44,19.6,-11.96,21.43,15.08,9,2.44,-29.04,21.32,7.28,4.79,3.89,-38.43,19.37,16.37,33.65,10.22,13.99,14.05,16.4,-12.28,-15.87,-16.45,0.41,14.68,-6.97,-2.99,32.83,-3.39,13.71,16.49,10.07,33.44,31.04
CIM,-1.29,4.25,-4.7,4.61,-1.26,-12.68,-2.48,2.02,-0.37,15.53,1.59,6.71,18.57,-7.68,1.56,-2.33,-5.79,5,-0.82,-1.71,5.16,0.69,3.66,5.11,-55.74,5.6,-14.67,25,23.9,18.58,-1.39,1.55,-20.16,-26.74,-40.82,5.36,2.55,2.3,-5.37,-8.61,-7.62,-26.05,-20.17,-12.31,-2.37,5.23
CIVB,41.56,-2.38,10.77,3.01,7.39,-2.17,-6.2,26.65,-19.64,27.06,8.24,37.02,14.05,-5.78,6.99,-1.52,3.91,6.04,-0.62,-27.69,25.32,2.84,-3.21,10.45,-37.67,2.94,-18.7,40.02,30.86,-3.66,5.11,5.04,-1.23,-11.78,-2.35,6.02,-23.31,3.08,-10.92,18.97,-16.59,-10.98,-2.04,1.28,4.73,6.27
CIVI,2.14,28.81,-0.51,-57.82,2.75,-25.99,-77.7,29.48,-69.83,26.42,-49.25,0,13.73,-75.51,4.04,-16.37,0.43,36.67,-21.36,-30.59,9.77,-7.98,7.23,4.24,-51.8,31.73,26.86,2.82,84.84,31.74,1.76,2.23,21.93,-12.43,9.75,0.94,17.97,1.51,16.58,-15.44,11.01,-0.53,-9.21,-9.17,-9.58,-9.14
CIX,-27.34,2.15,-1.44,17.38,-6.04,3.79,-6.79,3.73,-7.89,9.52,0.7,39.03,-4.66,-0.94,0.3,-12.79,3.76,-4.35,3.03,0.07,7.49,15.52,-15.21,1.81,4.18,-9.08,8.18,-4.82,26.56,15.32,0.05,8.13,4.67,-1.4,-29.97,13.79,-2.16,20.58,-14.72,35.99,35.68,13.17,29.86,3.13,-20.77,-12.22
CKX,1.54,9.93,-1.86,-0.91,-8.74,-2.02,-25.95,-7.62,5.63,8,-3,0.45,7.69,-3.36,-7.83,-3.96,1.67,3.68,-5.88,2.08,-2.91,-2.6,5.33,-9.27,-8.78,-4.24,22.85,-4.85,36.1,-3.94,-9.32,-0.71,-2.59,2.02,-1.8,-8.97,-5.23,5.94,31.33,-1.19,1.82,35.14,13.79,-1.84,-13.45,-18
CL,-0.52,5.1,-4.34,6.09,0.22,-5.67,-2.98,4.98,6.05,3.61,1.28,-11.73,11.84,1.28,-1.73,3.57,-5,-9.58,3.3,-11.1,15.15,4.57,2.57,-6.35,-3.6,10.4,5.31,10.84,-7.81,3.2,-7.09,12.91,-11.14,5.68,-12.34,12.16,-4.62,2.51,-7.7,12.09,12.97,25.96,26.08,23.46,12.94,2.44
CLAR,-8.25,-8.26,-32.62,15.74,8,-2.22,-32.03,-29.62,2.26,-8.41,24.15,4.09,1.87,22.02,12.78,4.67,-14.01,22.22,33.94,-8.42,26.58,12.72,-18.8,15.65,-27.73,18.16,21.93,9.07,10.71,50.73,-0.27,8.15,-17.82,-16.64,-29.07,-41.8,20.54,-3.28,-17.29,-8.8,-2.1,-26.37,-10.73,-4.52,1.86,5.23
CLB,3.92,-15.81,-12.4,-17.77,-13.17,9.14,-12.49,8.96,3.38,10.21,-9.33,6.86,-3.77,-12.34,-2.54,10.99,-1.21,16.62,-8.22,-48.49,15.54,-24.15,-10.83,-19.2,-72.55,96.52,-24.9,73.72,8.6,35.29,-28.75,-19.6,41.77,-37.37,-31.95,50.37,8.78,5.44,3.27,-26.45,-3.28,-12.73,-18.2,-2.75,4.35,12.33
CLDT,-1.12,8.31,5.39,25.52,1.52,-10,-18.85,-4.66,4.64,2.57,-12.42,6.75,-3.89,1.72,6.12,6.75,-15.86,10.81,-1.56,-15.37,8.82,-1.92,-3.82,1.05,-67.61,3.03,24.51,41.73,21.85,-2.2,-4.82,12,0.51,-24.22,-5.55,24.32,-14.51,-10.77,2.24,12.02,-5.69,-8.97,-3.03,4.68,6.41,7.75
CLDX,-27.01,-7.64,-20.59,40.82,52.71,-9.51,-58.21,48.77,-75.89,16.14,-7.97,-12.38,1.98,-31.58,15.79,-0.7,-17.96,-78.39,-10.44,-56.13,65.77,-45.53,-20.52,4.69,-25.56,683.13,14.08,18.14,17.58,62.33,61.45,-28.43,-11.85,-20.85,4.27,58.56,-19.27,-5.7,-18.89,44.11,5.82,9.08,26.37,35.38,38.97,44.04
CLF,-21.94,-26.44,-31.03,-31.21,-32.63,-9.98,-43.65,-35.25,89.87,89,3.17,43.76,-2.38,-15.71,3.32,0.84,-3.61,21.29,50.18,-39.26,29.91,6.81,-32.33,16.34,-52.98,39.75,16.3,126.79,38.12,7.21,-8.12,9.89,47.96,-52.28,-12.36,19.6,13.78,-8.57,-6.74,30.65,11.36,-8.17,10.36,24.98,36.87,44.76
CLFD,14.08,-27.28,-24.18,-3.3,20.39,7.35,-15.59,-0.15,19.84,11.33,5.09,10.11,-20.53,-19.76,3.03,-9.93,5.31,-14.34,21.72,-26.25,48.19,-9.86,-10.57,17.64,-14.99,17.81,44.48,22.56,21.89,24.29,17.89,91.21,-22.74,-5.01,68.91,-10.03,-50.52,1.65,-39.47,1.47,6.05,-18.56,14.63,50.22,56.74,57.47
CLH,-8.62,17.27,-16.08,-10.89,18.17,-5.35,-18.18,-5.28,18.46,5.61,-7.93,15.99,-0.05,0.38,1.56,-4.41,-9.94,13.81,28.86,-31.06,44.94,-0.6,8.58,11.08,-40.13,16.83,-6.59,35.82,10.46,10.8,11.52,-3.95,11.9,-21.47,25.45,3.76,24.92,15.34,1.78,4.27,15.36,37.54,32.33,29.14,29.19,30.12
CLIR,-4.72,-15.86,-27.23,9.73,-27.83,2.27,14.42,-21.65,-17.73,25.56,19.76,-43.33,14.71,-2.56,-6.58,1.41,-43.75,-1.23,-20,-36.25,-11.76,27.78,6.96,-38.05,-5.51,188.89,8.65,29.65,93.86,-15.49,-58.33,-31,18.12,-25.77,-24.13,-41.61,48.88,64.16,-16.79,1.83,-13.06,-36.34,1.7,-0.96,5.36,16.8
CLMB,46.63,-22.63,3.06,8.79,2.38,12.49,-14.23,7.88,-6.76,5.61,-1.77,5.41,0.53,2.93,-29.87,23.07,-21.98,7.83,-8.19,-22.48,11.5,1.26,33.13,7.78,-21.05,100.94,-10.31,-17.14,31.62,-0.4,7.47,30.43,-1.57,-3.79,-19.13,17.3,69.01,-10.19,-10.13,27.48,29.27,31.24,22.73,2.68,4.64,2.04
CLMT,-0.69,23.07,-13.68,-18.36,7.32,5.86,-4.63,-18,-40.98,-58.3,-7.96,-11.31,-5,11.84,96.47,-7.78,-8.44,5.67,-14.09,-65.47,61.09,17.7,-13.13,0.27,-71.23,117.14,11.84,22.75,94.89,12.62,15.14,66.88,3.11,-23.66,23.29,31.77,2.96,-8.75,20.43,-6.44,-16.84,1.20,-7.72,-5.73,5.11,9.14
CLNE,-30.59,31.1,-33.45,-35.9,6.8,5.24,-19.93,-20,-18.61,18.43,28.82,-36.02,-10.84,-0.39,-2.36,-18.15,-18.72,123.64,-29.54,-33.85,79.65,-13.59,-22.66,13.32,-23.93,24.72,11.71,216.94,74.81,-26.13,-19.7,-24.79,29.53,-43.58,19.2,-2.62,-16.15,13.76,-22.78,0,-30.03,-46.17,-17.25,9.29,27.54,33.5
CLPT,-17.24,3.33,-3.23,-30.83,25.3,4.81,-44.95,-36.67,-15.79,-28.13,-34.35,-43.71,47.06,-26,-35.14,14.58,20,-34.85,-6.98,-24.25,111.22,0,58.13,-5.14,-25.42,-0.7,53.59,191.03,33.04,-9.7,-7.02,-36.79,-7.22,25.36,-20.61,-18.24,-0.35,-14.22,-30.8,35.53,0.15,-25.55,-34.44,-33.2,-19.99,0.92
CLRB,5.41,-18.08,-65.26,39.19,0.65,-7.4,-31.6,-62.69,-53.49,0.63,-21.22,-54.98,86.07,-28.19,2.45,-17.96,-17.15,-45.37,-51.61,-48.33,51.61,-7.23,-8.26,12.5,-40.75,-3.98,-3.13,67.74,-22.6,-26.09,-22.27,-28.22,3.58,-41.29,-16.79,-49.11,-16.37,36.36,35.38,4.92,43.68,15.03,-11.55,-38.82,-48.27,-32.88
CLRO,16.88,-4.1,-14.14,15.73,9.13,21.06,-8.72,9.76,-10.29,-3.45,0.27,1.51,-12.72,-5.28,-20.95,20.13,-11.17,-51.57,-42.86,-43.18,61.6,10.4,-18.83,-8.29,1.2,19.05,14.5,-0.87,58.59,-23.89,-14.23,-45.11,-29.22,-40.85,0,181.48,-0.66,-45.17,-8.21,42.24,69.29,-21.50,-13.15,4.83,3.86,10.3
CLS,5.29,14.7,-19.19,15.67,-5.37,4.77,10.74,-14.43,-0.45,-15.3,16.45,9.42,22.62,-6.54,-8.84,-15.35,-1.24,14.69,-8.76,-19.02,-3.65,-19.17,4.98,15.34,-57.68,95.14,1.02,16.96,3.72,-6.21,13.12,25.34,7.01,-18.39,-13.48,34.01,14.46,12.4,69.1,19.41,53.48,295.38,239.81,221.64,192.73,149.14
CLW,19.37,-1.52,-2.61,14.04,-4.74,-12.25,-17.56,-3.62,6.55,34.76,-1.07,1.36,-14.57,-16.52,5.35,-7.82,-13.88,-40.92,28.57,-17.95,-20.07,-5.08,14.22,1.14,2.11,65.66,5.01,-0.5,-0.34,-22.99,32.31,-4.33,-23.56,19.98,11.8,0.56,-11.61,-6.28,15.74,-0.36,21.07,54.76,46.53,31.7,17.89,10.3
CLX,-5.12,3.85,5.08,8.51,5.93,-5.77,11.07,9.78,-0.61,9.78,-9.55,-4.12,12.34,-1.18,-1,12.76,-10.51,1.61,11.21,2.48,4.1,-4.58,-0.81,1.1,12.84,26.62,-4.19,-3.93,-4.48,-6.72,-7.95,5.28,-20.26,1.4,-8.93,9.3,12.76,0.51,-17.59,8.8,7.38,-14.19,-2.25,-6.08,8.57,15.35
CM,14.84,3.91,-1.5,-24.01,15.64,-11.02,7.17,-15.28,24.55,-5.97,-1.3,13.66,-5.13,7.44,1.39,12.46,-12.09,4.8,-5.38,-1.77,-0.67,-6.59,8.38,-4.45,-27.08,16.73,7.6,14.15,22.05,11.81,4.32,3.51,-11.93,-8.48,-10.24,0.46,-8.04,5.05,-19.97,28.1,3.34,17.29,19.52,18.22,8.8,4.76
CMA,8.96,-3.17,-0.6,-6.06,-3.65,13.72,-19.91,1.78,-9.47,8.61,15.05,43.93,0.69,6.79,4.12,13.83,10.51,-5.22,-0.79,-23.85,6.74,-0.93,-9.15,8.73,-59.11,29.86,0.39,46.04,28.43,-0.56,12.84,8.07,3.94,-18.85,-3.11,-5.98,-35.05,-2.44,-1.91,34.32,-1.47,20.49,33.96,29.08,20.57,12.72
CMC,-0.36,-8.27,-2.65,-5.44,-7.89,6.78,-2.3,-5.8,-0.68,16.88,-9.61,41.82,-4,-14.34,4.36,5.03,22.48,-2.72,-8.63,-10.79,-14.12,-19.34,17.38,36.31,-14.51,-6.02,21.62,-4.6,26.32,25.13,3.65,-5.27,24.76,3.06,1.96,21.5,5.14,-17.39,31.67,-19.47,19.13,31.74,27.14,26.05,25.14,22.77
CMCO,-1.29,0.97,-18.71,27.51,-3.92,-7.2,-27.36,4.07,-16.61,-10.22,26.08,51.57,-8.21,2.42,48.98,5.57,-10.36,20.98,-8.81,-23.77,13.97,22.18,-13.2,9.88,-37.55,33.8,-1.05,16.13,37.25,-8.57,0.23,-4.32,-8.34,-33.09,-7.79,24.12,14.44,9.39,-14.12,11.77,14.38,-15.03,-3.94,3.22,12.78,17.99
CMCSA,-3.71,7.27,0.19,7.87,-2.65,6.5,-5.42,-0.79,8.24,6.73,1.76,4.09,8.88,3.54,-1.13,4.08,-14.68,-3.98,7.92,-3.84,17.42,5.75,6.62,-0.24,-23.55,13.38,18.68,13.27,3.26,5.38,-1.91,-10.01,-6.97,-16.19,-25.25,19.23,8.41,9.6,6.71,-1.11,-1.14,-5.75,-10.74,-9.71,-4.13,2.27
