Ticker,Name,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Percent From Target,Total Return,Exchange,Last Price,Market Cap. (USD),IV,ETF,Sharpe Ratio,S&P 500,DJIA,Nasdaq 100,200 Day MAV,Price Above 200 MAV
EOG,"EOG Resources, Inc.",Oil & Gas E&P,Energy,9.70,10.64,2.93,142.61,13.54,16.47,NYQ,125.6,"71,416,160,256",25.05,XLE,0.66,S&P 500,,,123.33015,YES
EPAC,Enerpac Tool Group Corp.,Specialty Industrial Machinery,Industrials,28.38,19.35,0.10,47,11.90,12.00,NYQ,42,"2,280,604,160",89.39,,0.13,,,,35.6477,YES
EPAM,"EPAM Systems, Inc.",Information Technology Services,Technology,28.47,18.12,0.00,218.01,9.56,9.56,NYQ,198.99,"11,329,575,936",39.01,,0.25,S&P 500,,,241.3804,NO
EPC,Edgewell Personal Care Company,Household & Personal Products,Consumer Defensive,15.43,11.32,1.65,44.5,21.67,23.32,NYQ,36.575,"1,803,491,328",32.49,,0.72,,,,38.06215,NO
EPD,Enterprise Products Partners L.P.,Oil & Gas Midstream,Energy,11.27,10.29,7.12,33.62,13.89,21.01,NYQ,29.5199,"64,067,035,136",11.46,,1.83,,,,28.2143,YES
EPM,Evolution Petroleum Corporation,Oil & Gas E&P,Energy,47.33,0.00,8.56,8.63,51.94,60.50,ASE,5.68,"189,273,504",58.75,,1.03,,,,5.58495,YES
EPR,EPR Properties,REIT—Specialty,Real Estate,19.87,18.16,7.03,48.39,-0.59,6.44,NYQ,48.675,"3,685,739,008",17.74,,0.36,,,,43.63425,YES
EQC,Equity Commonwealth,REIT—Office,Real Estate,23.66,0.00,0.00,20.5,0.74,0.74,NYQ,20.35,"2,188,622,080",17.51,,0.04,,,,19.29675,YES
EQIX,"Equinix, Inc.",REIT—Specialty,Real Estate,80.15,69.64,1.98,917.05,4.68,6.66,NMS,876.01,"83,172,769,792",25.68,XLRE,0.26,S&P 500,,,803.1672,YES
EQR,Equity Residential,REIT—Residential,Real Estate,31.49,45.66,3.50,77.21,0.06,3.56,NYQ,77.16,"30,154,129,408",22.2,XLRE,0.16,S&P 500,,,65.1771,YES
EQT,EQT Corporation,Oil & Gas E&P,Energy,22.75,11.61,1.88,41.41,18.94,20.82,NYQ,34.815,"20,681,117,696",35.22,XLE,0.59,S&P 500,,,36.55485,NO
ERII,"Energy Recovery, Inc.",Pollution & Treatment Controls,Industrials,49.66,31.04,0.00,20.5,17.95,17.95,NMS,17.38,"1,003,260,480",51.88,,0.35,,,,15.41425,YES
ES,Eversource Energy,Utilities—Regulated Electric,Utilities,0.00,13.94,4.24,73.26,9.05,13.29,NYQ,67.18,"24,009,123,840",19.56,XLU,0.68,S&P 500,,,60.3353,YES
ESE,ESCO Technologies Inc.,Scientific & Technical Instruments,Technology,32.30,25.61,0.26,127.67,2.14,2.40,NYQ,124.995,"3,218,958,848",27.61,,0.09,,,,108.3193,YES
ESLT,Elbit Systems Ltd.,Aerospace & Defense,Industrials,35.27,22.57,1.04,215,12.05,13.09,NMS,191.88,"8,534,496,256",24.75,,0.53,,,,199.55804,NO
ESS,"Essex Property Trust, Inc.",REIT—Residential,Real Estate,38.63,51.47,3.14,298.91,-4.00,-0.86,NYQ,311.38,"20,699,514,880",19.86,XLRE,-0.04,S&P 500,,,257.9374,YES
ESSA,"ESSA Bancorp, Inc.",Banks—Regional,Financial Services,10.61,9.90,3.15,19,-1.09,2.06,NMS,19.21,"194,626,112",48.25,,0.04,,,,17.9533,YES
ET,Energy Transfer LP,Oil & Gas Midstream,Energy,13.59,10.37,7.95,19.28,19.20,27.15,NYQ,16.175,"55,354,568,704",17.48,,1.55,,,,15.26225,YES
ETN,Eaton Corporation plc,Specialty Industrial Machinery,Industrials,36.03,27.52,1.19,346.06,5.65,6.84,NYQ,327.54,"130,393,677,824",31.42,XLI,0.22,S&P 500,,,293.18274,YES
ETR,Entergy Corporation,Utilities—Regulated Electric,Utilities,15.26,16.53,3.51,125.89,-1.45,2.06,NYQ,127.74,"27,314,771,968",17.33,XLU,0.12,S&P 500,,,107.5393,YES
ETSY,"Etsy, Inc.",Internet Retail,Consumer Cyclical,25.20,19.70,0.00,67.4,24.38,24.38,NMS,54.19,"6,217,837,056",44,XLY,0.55,S&P 500,,,66.27318,NO
EVC,Entravision Communications Corporation,Advertising Agencies,Communication Services,0.00,0.00,10.05,3.5,70.32,80.37,NYQ,2.055,"184,923,504",73.13,,1.10,,,,2.63925,NO
EVR,Evercore Inc.,Capital Markets,Financial Services,35.05,17.54,1.30,260.71,2.59,3.89,NYQ,254.13,"9,742,226,432",34.76,,0.11,,,,198.5766,YES
EVRG,"Evergy, Inc.",Utilities—Regulated Electric,Utilities,19.09,15.04,4.18,61.92,1.38,5.56,NMS,61.08,"14,045,835,264",17.51,XLU,0.32,S&P 500,,,53.66815,YES
EVRI,Everi Holdings Inc.,Gambling,Consumer Cyclical,27.39,17.53,0.00,12.35,-6.05,-6.05,NYQ,13.145,"1,121,578,752",25.81,,-0.23,,,,10.0637,YES
EW,Edwards Lifesciences Corporation,Medical Devices,Healthcare,26.57,24.90,0.00,77.04,14.16,14.16,NYQ,67.485,"40,652,963,840",41.09,XLV,0.34,S&P 500,,,81.4384,NO
EWBC,"East West Bancorp, Inc.",Banks—Regional,Financial Services,10.67,9.69,2.71,97.53,17.15,19.86,NMS,83.25,"11,538,865,152",33.13,,0.60,,,,75.07225,YES
EXAS,Exact Sciences Corporation,Diagnostics & Research,Healthcare,0.00,-1191.83,0.00,78.42,9.68,9.68,NCM,71.5,"13,212,903,424",49.89,,0.19,,,,58.79685,YES
EXC,Exelon Corporation,Utilities—Regulated Electric,Utilities,16.25,15.01,3.85,41.4,5.30,9.15,NMS,39.315,"39,334,653,952",18.08,XLU,0.51,S&P 500,,Nasdaq 100,36.6793,YES
EXEL,"Exelixis, Inc.",Biotechnology,Healthcare,23.25,17.86,0.00,27.58,2.28,2.28,NMS,26.965,"7,691,820,032",44.14,,0.05,,,,22.9772,YES
EXK,Endeavour Silver Corp.,Other Precious Metals & Mining,Basic Materials,0.00,11.30,0.00,5.41,49.65,49.65,NYQ,3.615,"889,358,720",70.66,,0.70,,,,2.7898,YES
EXLS,"ExlService Holdings, Inc.",Information Technology Services,Technology,33.80,19.62,0.00,39.13,7.21,7.21,NMS,36.5,"5,891,282,432",28.03,,0.26,,,,31.6268,YES
EXP,Eagle Materials Inc.,Building Materials,Basic Materials,20.51,16.55,0.35,292.89,0.85,1.20,NYQ,290.435,"9,766,656,000",33.88,,0.04,,,,237.33945,YES
EXPD,"Expeditors International of Washington, Inc.",Integrated Freight & Logistics,Industrials,27.04,23.73,1.18,116.17,-7.79,-6.61,NYQ,125.99,"17,780,715,520",24.89,,-0.27,S&P 500,,,121.71935,YES
EXPE,"Expedia Group, Inc.",Travel Services,Consumer Cyclical,25.72,9.98,0.00,148.24,3.85,3.85,NMS,142.75,"18,583,052,288",33.79,XLY,0.11,S&P 500,,,133.4728,YES
EXPO,"Exponent, Inc.",Engineering & Construction,Industrials,54.84,53.01,1.03,115,3.30,4.33,NMS,111.33,"5,647,848,960",30.98,,0.14,,,,91.08985,YES
EXR,Extra Space Storage Inc.,REIT—Industrial,Real Estate,49.30,36.73,3.57,173.94,-3.35,0.22,NYQ,179.96,"39,690,178,560",27.58,XLRE,0.01,S&P 500,,,152.0153,YES
EXTR,"Extreme Networks, Inc.",Communication Equipment,Technology,0.00,15.42,0.00,15.75,1.12,1.12,NMS,15.575,"2,029,998,720",46.51,,0.02,,,,13.4479,YES
EYPT,"EyePoint Pharmaceuticals, Inc.",Biotechnology,Healthcare,0.00,-2.91,0.00,37.4,304.76,304.76,NGM,9.24,"494,508,160",82.55,,3.69,,,,16.4158,NO
EZPW,"EZCORP, Inc.",Credit Services,Financial Services,9.00,8.71,0.00,17,57.41,57.41,NMS,10.8,"591,214,720",35.91,,1.60,,,,10.2676,YES
F,Ford Motor Company,Auto Manufacturers,Consumer Cyclical,11.46,5.67,5.46,12.83,16.64,22.10,NYQ,10.9999,"43,727,749,120",33.87,XLY,0.65,S&P 500,,,11.984,NO
FAF,First American Financial Corporation,Insurance—Specialty,Financial Services,35.80,13.13,3.22,67.4,0.66,3.88,NYQ,66.955,"6,888,866,304",20.48,,0.19,,,,58.76365,YES
FANG,"Diamondback Energy, Inc.",Oil & Gas E&P,Energy,9.44,9.67,6.04,222.41,21.85,27.89,NMS,182.535,"53,974,507,520",30.73,XLE,0.91,S&P 500,,Nasdaq 100,184.1171,NO
FARM,Farmer Bros. Co.,Packaged Foods,Consumer Defensive,0.00,-4.49,0.00,5.25,138.64,138.64,NMS,2.2,"46,759,460",77.12,,1.80,,,,3.0777,NO
FARO,"FARO Technologies, Inc.",Scientific & Technical Instruments,Technology,0.00,20.28,0.00,24.5,34.21,34.21,NMS,18.255,"355,910,432",50.8,,0.67,,,,19.16425,NO
FAST,Fastenal Company,Industrial Distribution,Industrials,35.47,32.40,2.21,63.74,-10.59,-8.38,NMS,71.29,"40,823,934,976",29.18,XLI,-0.29,S&P 500,,Nasdaq 100,67.9935,YES
FBIN,"Fortune Brands Innovations, Inc.",Building Products & Equipment,Industrials,24.88,18.44,1.12,85.93,-1.91,-0.79,NYQ,87.6,"10,863,794,176",37.69,,-0.02,,,,75.56045,YES
FBIO,"Fortress Biotech, Inc.",Biotechnology,Healthcare,0.00,-0.75,0.00,14,603.52,603.52,NCM,1.99,"45,399,860",140.63,,4.29,,,,2.02185,NO
FBMS,"The First Bancshares, Inc.",Banks—Regional,Financial Services,14.15,12.47,3.02,34.75,2.75,5.77,NYQ,33.82,"1,055,366,592",34.12,,0.17,,,,27.0447,YES
FBNC,First Bancorp,Banks—Regional,Financial Services,16.02,15.46,2.04,43.5,-1.63,0.41,NMS,44.22,"1,825,348,608",36.56,,0.01,,,,35.25645,YES
FBP,First BanCorp.,Banks—Regional,Financial Services,11.46,10.92,3.10,23.33,11.28,14.38,NYQ,20.965,"3,435,450,624",34.78,,0.41,,,,17.8828,YES
FC,Franklin Covey Co.,Education & Training Services,Consumer Defensive,31.28,19.72,0.00,63.33,52.24,52.24,NYQ,41.6,"544,727,040",61.42,,0.85,,,,39.24575,YES
FCBC,"First Community Bankshares, Inc.",Banks—Regional,Financial Services,16.22,17.33,2.80,44,-3.47,-0.67,NMS,45.58,"832,769,408",29.54,,-0.02,,,,36.3442,YES
FCEL,"FuelCell Energy, Inc.",Electrical Equipment & Parts,Industrials,0.00,-2.47,0.00,1.13,140.94,140.94,NGM,0.469,"260,323,872",118.26,,1.19,,,,0.944,NO
FCF,First Commonwealth Financial Corporation,Banks—Regional,Financial Services,11.26,11.48,3.05,18.92,8.39,11.44,NYQ,17.455,"1,786,746,112",39.39,,0.29,,,,14.48945,YES
FCFS,"FirstCash Holdings, Inc.",Credit Services,Financial Services,22.80,15.04,1.28,135,13.18,14.46,NMS,119.28,"5,338,054,144",34.03,,0.42,,,,115.34975,YES
FCN,"FTI Consulting, Inc.",Consulting Services,Industrials,24.54,23.92,0.00,243,7.74,7.74,NYQ,225.55,"8,097,741,312",36.95,,0.21,,,,211.7668,YES
FCNCA,"First Citizens BancShares, Inc.",Banks—Regional,Financial Services,10.62,9.58,0.35,2287.27,18.54,18.89,NMS,1929.525,"27,743,481,856",28.68,,0.66,,,,1664.5238,YES
FCX,Freeport-McMoRan Inc.,Copper,Basic Materials,33.92,20.23,1.37,54.12,19.96,21.33,NYQ,45.115,"64,818,192,384",35.98,XLB,0.59,S&P 500,,,44.7025,YES
FDP,Fresh Del Monte Produce Inc.,Farm Products,Consumer Defensive,0.00,12.16,3.38,32.5,9.95,13.33,NYQ,29.56,"1,417,011,840",29.87,,0.45,,,,24.9598,YES
FDS,FactSet Research Systems Inc.,Financial Data & Stock Exchanges,Financial Services,35.16,26.87,0.93,435.92,-6.56,-5.63,NYQ,466.535,"17,746,991,104",29.11,,-0.19,S&P 500,,,439.22736,YES
FDUS,Fidus Investment Corporation,Asset Management,Financial Services,5.98,9.06,12.34,21,7.42,19.76,NMS,19.55,"648,629,760",11.95,,1.65,,,,19.6987,NO
FDX,FedEx Corporation,Integrated Freight & Logistics,Industrials,17.59,12.60,1.85,322.09,6.44,8.29,NYQ,302.6,"74,152,230,912",51.73,XLI,0.16,S&P 500,,,267.3371,YES
FE,FirstEnergy Corp.,Utilities—Regulated Electric,Utilities,27.68,14.94,3.91,45.54,5.48,9.39,NYQ,43.175,"24,865,431,552",16.94,XLU,0.55,S&P 500,,,39.03645,YES
FELE,"Franklin Electric Co., Inc.",Specialty Industrial Machinery,Industrials,25.69,22.26,0.99,106,2.62,3.61,NMS,103.29,"4,717,481,472",36.98,,0.10,,,,98.8159,YES
FENC,Fennec Pharmaceuticals Inc.,Biotechnology,Healthcare,75.57,31.12,0.00,15.5,193.01,193.01,NCM,5.29,"144,757,152",85,,2.27,,,,8.331825,NO
FFBC,First Financial Bancorp.,Banks—Regional,Financial Services,10.73,10.39,3.78,29.25,12.15,15.93,NMS,26.08,"2,490,165,248",31.74,,0.50,,,,23.0931,YES
FFIC,Flushing Financial Corporation,Banks—Regional,Financial Services,18.24,14.59,5.97,15.63,2.02,7.99,NMS,15.32,"445,335,552",61.45,,0.13,,,,13.6615,YES
FFIN,"First Financial Bankshares, Inc.",Banks—Regional,Financial Services,27.50,23.94,1.90,35.9,-7.43,-5.53,NMS,38.78,"5,539,761,664",41.96,,-0.13,,,,31.5306,YES
FFIV,"F5, Inc.",Software—Infrastructure,Technology,23.43,15.40,0.00,200.04,-8.08,-8.08,NMS,217.63,"12,682,102,784",29.48,,-0.27,S&P 500,,,182.15205,YES
FHI,"Federated Hermes, Inc.",Asset Management,Financial Services,12.36,9.17,3.47,35.33,-2.42,1.05,NYQ,36.205,"2,990,710,528",27.11,,0.04,,,,34.0833,YES
FHN,First Horizon Corporation,Banks—Regional,Financial Services,13.36,10.17,3.81,18.27,12.99,16.80,NYQ,16.17,"8,665,390,080",35.89,,0.47,,,,14.98215,YES
FI,"Fiserv, Inc.",Information Technology Services,Technology,30.95,17.57,0.00,177.66,-0.18,-0.18,NYQ,177.98,"102,461,775,872",23.67,XLF,-0.01,S&P 500,,,151.04996,YES
FIBK,"First Interstate BancSystem, Inc.",Banks—Regional,Financial Services,13.12,12.64,6.08,33.14,3.50,9.58,NMS,32.02,"3,347,627,008",29.69,,0.32,,,,27.98175,YES
FICO,Fair Isaac Corporation,Software—Application,Technology,101.94,66.15,0.00,1756.01,-9.33,-9.33,NYQ,1936.78,"47,486,939,136",38.91,XLK,-0.24,S&P 500,,,1373.6835,YES
FIS,"Fidelity National Information Services, Inc.",Information Technology Services,Technology,83.33,14.93,1.90,83.57,-0.74,1.16,NYQ,84.19,"45,931,204,608",22.05,XLF,0.05,S&P 500,,,71.05925,YES
FISI,"Financial Institutions, Inc.",Banks—Regional,Financial Services,8.25,8.28,4.61,26.25,-0.91,3.70,NMS,26.49,"409,863,872",33.82,,0.11,,,,20.25075,YES
FITB,Fifth Third Bancorp,Banks—Regional,Financial Services,13.93,12.15,3.47,43.22,-1.19,2.28,NMS,43.74,"29,564,524,544",28.72,XLF,0.08,S&P 500,,,36.7263,YES
FIVE,"Five Below, Inc.",Specialty Retail,Consumer Cyclical,19.29,20.04,0.00,104.96,7.34,7.34,NMS,97.7788,"5,378,313,216",49.05,,0.15,,,,145.69514,NO
FIX,"Comfort Systems USA, Inc.",Engineering & Construction,Industrials,31.46,23.77,0.34,358.25,-4.38,-4.04,NYQ,374.65,"13,348,292,608",47.32,,-0.09,,,,287.92566,YES
FIZZ,National Beverage Corp.,Beverages—Non-Alcoholic,Consumer Defensive,23.56,22.53,0.00,45,-3.06,-3.06,NMS,46.42,"4,345,459,712",33.2,,-0.09,,,,47.95035,NO
FL,"Foot Locker, Inc.",Apparel Retail,Consumer Cyclical,0.00,13.71,0.00,29,0.28,0.28,NYQ,28.92,"2,743,117,056",46.51,,0.01,,,,27.0148,YES
FLEX,Flex Ltd.,Electronic Components,Technology,16.26,11.66,0.00,37.74,16.03,16.03,NMS,32.525,"12,912,749,568",37.44,,0.43,,,,28.063683,YES
FLIC,The First of Long Island Corporation,Banks—Regional,Financial Services,13.77,11.73,6.40,13.5,0.07,6.47,NCM,13.49,"303,952,640",33.75,,0.19,,,,11.4154,YES
FLL,"Full House Resorts, Inc.",Resorts & Casinos,Consumer Cyclical,0.00,-29.35,0.00,6.8,36.27,36.27,NCM,4.99,"173,651,488",53.33,,0.68,,,,5.0763,NO
FLO,"Flowers Foods, Inc.",Packaged Foods,Consumer Defensive,39.08,18.06,4.05,24.25,1.72,5.77,NYQ,23.84,"5,020,632,576",22.53,,0.26,,,,22.96005,YES
FLR,Fluor Corporation,Engineering & Construction,Industrials,20.13,14.33,0.00,54.11,15.87,15.87,NYQ,46.7,"8,006,001,152",36.98,,0.43,,,,41.9171,YES
FLS,Flowserve Corporation,Specialty Industrial Machinery,Industrials,24.72,15.23,1.79,56.56,17.92,19.71,NYQ,47.965,"6,301,353,984",27.27,,0.72,,,,45.30555,YES
FLUX,"Flux Power Holdings, Inc.",Electrical Equipment & Parts,Industrials,0.00,-12.60,0.00,9,185.71,185.71,NCM,3.15,"52,549,876",99.2,,1.87,,,,3.912725,NO
FLWS,"1-800-FLOWERS.COM, Inc.",Specialty Retail,Consumer Cyclical,0.00,24.82,0.00,10.75,31.26,31.26,NMS,8.19,"525,965,056",56.08,,0.56,,,,9.62735,NO
FMAO,"Farmers & Merchants Bancorp, Inc.",Banks—Regional,Financial Services,17.71,15.35,3.23,25.75,-6.80,-3.57,NCM,27.63,"377,975,616",55.42,,-0.06,,,,22.878,YES
FMBH,"First Mid Bancshares, Inc.",Banks—Regional,Financial Services,13.07,11.38,2.42,43.57,7.85,10.27,NGM,40.4,"965,774,144",32.52,,0.32,,,,33.42595,YES
FMC,FMC Corporation,Agricultural Inputs,Basic Materials,5.52,13.67,3.65,71.94,11.47,15.12,NYQ,64.54,"8,056,141,312",35.09,XLB,0.43,S&P 500,,,59.53455,YES
FMNB,Farmers National Banc Corp.,Banks—Regional,Financial Services,11.67,11.10,4.39,17.5,11.04,15.43,NCM,15.76,"592,200,896",43.52,,0.35,,,,13.4057,YES
FMS,Fresenius Medical Care AG,Medical Care Facilities,Healthcare,20.55,7.26,3.09,19.44,-6.34,-3.25,NYQ,20.755,"12,179,594,240",29.41,,-0.11,,,,20.005,YES
FN,Fabrinet,Electronic Components,Technology,28.93,20.76,0.00,264.33,12.68,12.68,NYQ,234.59,"8,480,663,040",55.7,,0.23,,,,210.8109,YES
FNB,F.N.B. Corporation,Banks—Regional,Financial Services,12.25,9.72,3.37,16.56,13.62,16.99,NYQ,14.575,"5,240,747,520",35.91,,0.47,,,,13.68265,YES
FNF,"Fidelity National Financial, Inc.",Insurance—Specialty,Financial Services,18.13,10.50,3.15,61.17,0.43,3.58,NYQ,60.9103,"16,656,531,456",23.95,,0.15,,,,51.57625,YES
FNV,Franco-Nevada Corporation,Gold,Basic Materials,0.00,32.11,1.16,138.16,9.48,10.64,NYQ,126.2,"24,335,017,984",28.41,,0.37,,,,117.36865,YES
FOLD,"Amicus Therapeutics, Inc.",Biotechnology,Healthcare,0.00,50.05,0.00,17.36,57.67,57.67,NGM,11.01,"3,265,467,136",40.89,,1.41,,,,11.43335,NO
FOR,Forestar Group Inc.,Real Estate—Development,Real Estate,8.83,8.62,0.00,39.67,17.06,17.06,NYQ,33.89,"1,716,650,496",69.47,,0.25,,,,32.9363,YES
FORM,"FormFactor, Inc.",Semiconductor Equipment & Materials,Technology,29.15,25.08,0.00,60.11,33.89,33.89,NMS,44.895,"3,474,397,184",58.69,,0.58,,,,47.23835,NO
FORR,"Forrester Research, Inc.",Consulting Services,Industrials,236.38,11.60,0.00,20,5.76,5.76,NMS,18.91,"360,424,608",47.94,,0.12,,,,20.4414,NO
FOXA,Fox Corporation,Entertainment,Communication Services,12.99,10.93,1.33,41.24,1.44,2.77,NMS,40.655,"17,992,153,088",26.3,XLC,0.11,S&P 500,,,33.27965,YES
FR,"First Industrial Realty Trust, Inc.",REIT—Industrial,Real Estate,26.62,34.37,2.64,57.67,1.67,4.31,NYQ,56.72,"7,713,580,032",19.85,,0.22,,,,51.34695,YES
FRT,Federal Realty Investment Trust,REIT—Retail,Real Estate,33.28,36.85,3.81,122.97,8.35,12.16,NYQ,113.49,"9,567,081,472",16.43,XLRE,0.74,S&P 500,,,104.0089,YES
FSLR,"First Solar, Inc.",Solar,Technology,21.61,11.31,0.00,293.51,21.30,21.30,NMS,241.98,"25,903,233,024",54.57,XLK,0.39,S&P 500,,,193.74245,YES
FSP,Franklin Street Properties Corp.,REIT—Office,Real Estate,0.00,-5.69,2.33,1.75,-0.85,1.48,ASE,1.765,"182,795,760",53.13,,0.03,,,,2.03425,NO
FSS,Federal Signal Corporation,Pollution & Treatment Controls,Industrials,28.01,25.10,0.54,98,6.66,7.20,NYQ,91.88,"5,618,103,296",39.79,,0.18,,,,83.65655,YES
FSTR,L.B. Foster Company,Railroads,Industrials,30.45,10.85,0.00,26.17,28.28,28.28,NMS,20.4,"223,388,160",48.55,,0.58,,,,23.03635,NO
FTK,"Flotek Industries, Inc.",Oil & Gas Equipment & Services,Energy,87.00,12.43,0.00,6.1,16.86,16.86,NYQ,5.22,"155,613,408",57.58,,0.29,,,,3.81285,YES
FTNT,"Fortinet, Inc.",Software—Infrastructure,Technology,44.84,33.68,0.00,73.12,-3.51,-3.51,NMS,75.78,"57,964,728,320",26.61,XLK,-0.13,S&P 500,,Nasdaq 100,64.25915,YES
FTV,Fortive Corporation,Scientific & Technical Instruments,Technology,31.14,18.68,0.42,84.8,9.38,9.80,NYQ,77.53,"27,162,015,744",23.11,XLI,0.42,S&P 500,,,76.23865,YES
FUL,H.B. Fuller Company,Specialty Chemicals,Basic Materials,28.63,16.96,1.10,90,7.67,8.77,NYQ,83.59,"4,557,460,480",25.59,,0.34,,,,79.18965,YES
FULT,Fulton Financial Corporation,Banks—Regional,Financial Services,11.27,10.18,3.68,20.14,6.39,10.07,NMS,18.93,"3,443,461,632",29.62,,0.34,,,,16.5744,YES
FUN,Six Flags Entertainment Corporation,Leisure,Consumer Cyclical,17.54,10.47,2.89,60.2,42.98,45.87,NYQ,42.105,"4,215,931,392",44.71,,1.03,,,,42.8772,NO
FWRD,Forward Air Corporation,Integrated Freight & Logistics,Industrials,0.00,79.50,2.63,31.19,-16.53,-13.90,NMS,37.365,"1,035,006,784",72.92,,-0.19,,,,33.34415,YES
G,Genpact Limited,Information Technology Services,Technology,10.82,11.33,1.59,39.3,2.61,4.20,NYQ,38.3,"6,824,217,088",32.4,,0.13,,,,34.23365,YES
GABC,"German American Bancorp, Inc.",Banks—Regional,Financial Services,14.51,12.89,2.67,42.8,5.71,8.38,NMS,40.49,"1,201,723,008",72.03,,0.12,,,,34.1151,YES
GAIA,"Gaia, Inc.",Entertainment,Communication Services,0.00,257.01,0.00,6.25,21.59,21.59,NGM,5.1401,"120,622,216",66.25,,0.33,,,,3.7709,YES
GAIN,Gladstone Investment Corporation,Asset Management,Financial Services,6.70,13.89,7.14,13.63,0.15,7.29,NMS,13.61,"499,333,184",22.81,,0.32,,,,13.9231,NO
GATX,GATX Corporation,Rental & Leasing Services,Industrials,21.29,17.06,1.69,135,-2.44,-0.75,NYQ,138.38,"4,928,625,152",27.59,,-0.03,,,,130.0668,YES
GAU,Galiano Gold Inc.,Gold,Basic Materials,28.80,2.62,0.00,2.75,90.97,90.97,ASE,1.44,"373,983,872",69.45,,1.31,,,,1.34925,YES
GBCI,"Glacier Bancorp, Inc.",Banks—Regional,Financial Services,28.83,21.30,2.89,44.14,-6.64,-3.75,NYQ,47.2799,"5,361,304,064",38.4,,-0.10,,,,39.53025,YES
GBDC,"Golub Capital BDC, Inc.",Asset Management,Financial Services,9.43,8.57,10.43,16.25,8.37,18.80,NMS,14.995,"3,967,811,840",27.92,,0.67,,,,15.6665,NO
GBX,"The Greenbrier Companies, Inc.",Railroads,Industrials,13.36,11.56,2.40,55,8.09,10.49,NYQ,50.885,"1,584,095,744",38.47,,0.27,,,,48.41195,YES
GCO,Genesco Inc.,Apparel Retail,Consumer Cyclical,0.00,14.86,0.00,27,-7.33,-7.33,NYQ,29.135,"326,950,048",64.42,,-0.11,,,,28.15815,YES
GD,General Dynamics Corporation,Aerospace & Defense,Industrials,23.85,18.61,1.88,323.16,5.68,7.56,NYQ,305.79,"84,024,360,960",21.7,XLI,0.35,S&P 500,,,281.07175,YES
GDDY,GoDaddy Inc.,Software—Infrastructure,Technology,13.30,24.25,0.00,170.01,6.54,6.54,NYQ,159.57,"22,495,062,016",29.68,,0.22,S&P 500,,,128.6271,YES
GDEN,"Golden Entertainment, Inc.",Resorts & Casinos,Consumer Cyclical,3.67,26.00,3.03,38,16.00,19.03,NGM,32.76,"927,582,976",53.6,,0.35,,,,33.87445,NO
GDOT,Green Dot Corporation,Credit Services,Financial Services,0.00,7.46,0.00,10.75,-14.27,-14.27,NYQ,12.54,"673,602,368",55.55,,-0.26,,,,9.43305,YES
GE,GE Aerospace,Aerospace & Defense,Industrials,50.17,35.59,0.61,196.18,5.39,6.00,NYQ,186.14,"201,811,771,392",31.89,XLI,0.19,S&P 500,,,142.81355,YES
GEF,"Greif, Inc.",Packaging & Containers,Consumer Cyclical,13.92,13.28,3.49,74.2,15.92,19.41,NYQ,64.01,"3,168,853,504",23.87,,0.81,,,,63.10795,YES
GEHC,GE HealthCare Technologies Inc.,Health Information Services,Healthcare,26.07,19.03,0.14,94.89,5.20,5.34,NMS,90.2,"41,195,479,040",25.87,XLV,0.21,S&P 500,,Nasdaq 100,81.6071,YES
GEL,"Genesis Energy, L.P.",Oil & Gas Midstream,Energy,0.00,17.32,4.49,15.33,18.01,22.50,NYQ,12.99,"1,592,032,000",38.06,,0.59,,,,12.5044,YES
GEN,Gen Digital Inc.,Software—Infrastructure,Technology,28.13,11.07,1.88,27.2,0.74,2.62,NMS,27,"16,619,174,912",30.14,,0.09,S&P 500,,,23.374,YES
GEO,"The GEO Group, Inc.",Security & Protection Services,Industrials,50.08,10.09,0.00,17.95,43.43,43.43,NYQ,12.515,"1,748,167,680",64.6,,0.67,,,,13.09605,NO
GERN,Geron Corporation,Biotechnology,Healthcare,0.00,-33.50,0.00,7.31,55.86,55.86,NMS,4.69,"2,827,113,472",62.13,,0.90,,,,3.39355,YES
GES,"Guess?, Inc.",Apparel Retail,Consumer Cyclical,7.35,6.96,6.13,23.47,19.59,25.72,NYQ,19.625,"1,009,162,624",41.38,,0.62,,,,23.78245,NO
GEV,GE Vernova Inc.,Utilities—Renewable,Utilities,61.36,38.82,0.00,233.39,-3.95,-3.95,NYQ,243,"66,776,883,200",48.39,XLI,-0.08,S&P 500,,,170.29135,YES
GEVO,"Gevo, Inc.",Specialty Chemicals,Basic Materials,0.00,-4.31,0.00,5.15,285.77,285.77,NCM,1.335,"319,693,792",112.36,,2.54,,,,0.79645,YES
GFF,Griffon Corporation,Conglomerates,Industrials,18.84,12.50,0.88,87.4,25.07,25.95,NYQ,69.88,"3,442,512,384",41.93,,0.62,,,,65.19115,YES
GFS,GlobalFoundries Inc.,Semiconductors,Technology,28.16,21.64,0.00,54.99,33.76,33.76,NMS,41.11,"22,683,553,792",42.58,,0.79,,,Nasdaq 100,51.437824,NO
GGG,Graco Inc.,Specialty Industrial Machinery,Industrials,29.56,26.87,1.22,87.9,2.88,4.10,NYQ,85.44,"14,433,465,344",22.68,,0.18,,,,84.5932,YES
GHM,Graham Corporation,Specialty Industrial Machinery,Industrials,68.45,26.65,0.00,35.75,18.69,18.69,NYQ,30.12,"328,045,952",51.32,,0.36,,,,26.0989,YES
